"list1_link","list1_Title_name","list1_Title_url","list1_Title_selection1","list1_Title_selection1_url","list1_Title_Responsibilities","list1_Title_Salary","list1_Title_Qualifications","list1_Title_Qualifications_2"
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Machine Learning Expert New York, NY","https://www.indeed.com/rc/clk?jk=ff020e82513418b9&fccid=8dfccb68c341d46b&vjs=3","Jean Martin","https://www.indeed.com/cmp/Jean-Martin","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Junior Researcher, Data Science","https://www.indeed.com/rc/clk?jk=5c0327202e88dc5e&fccid=44b8ed526a397a28&vjs=3","","","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Class of 2023: Bertelsmann Data Science Rotational Program (US-based)","https://www.indeed.com/rc/clk?jk=a02f980c9506209a&fccid=b7077240c866145c&vjs=3","Bertelsmann, Inc.","https://www.indeed.com/cmp/Bertelsmann","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Customer-Facing Machine Learning Engineer (NYC, Remote)","https://www.indeed.com/rc/clk?jk=ac57c7746ac33794&fccid=5920530d0b33f899&vjs=3","Tecton","https://www.indeed.com/cmp/Tecton","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Data Scientist I - Hybrid","https://www.indeed.com/rc/clk?jk=73fdeca370d155af&fccid=49bacaf9ea5daa22&vjs=3","Radian","https://www.indeed.com/cmp/Radian-Group-Inc.","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Statistician","https://www.indeed.com/rc/clk?jk=170fc25cffd33e85&fccid=f9fe675c31a6b8de&vjs=3","Precision Consulting","https://www.indeed.com/cmp/Precision-Consulting","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Data Science Analyst","https://www.indeed.com/rc/clk?jk=d438a02dad52d94d&fccid=0cc7e6bf8ac0b24f&vjs=3","Metropolitan Transportation Authority","https://www.indeed.com/cmp/Metropolitan-Transportation-Authority-7","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Data Scientist (B2B/Enterprise)","https://www.indeed.com/rc/clk?jk=3be3fe92789257be&fccid=17fec53475d56351&vjs=3","Talkspace","https://www.indeed.com/cmp/Talkspace","Support business objectives through statistical modeling through the prediction of main KPIs such as churn and retention
Design, implement and maintain machine learning models to automate and optimize marketing, operations, and customer experience
A/B testing and causal modeling","","Full-stack data science analysis and present insights to both the data science team and internal company stakeholders.","Master's degree in computer science, mathematics, data science, management science and engineering or a closely related field
One year as Data Scientist (Business Intelligence) involving data extraction, analysis, and statistical modeling"
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Data Engineer - Live Shop Ventures","https://www.indeed.com/rc/clk?jk=31945b3b4d3e1d6b&fccid=8a4535c948d32e2a&vjs=3","QVC","https://www.indeed.com/cmp/Qvc","Bachelor's degree in Computer Science or relevant field or equivalent business experience required
4+ years of experience in software development and design experience with emphasis on Data warehousing concepts, database design patterns, ETL methodologies, Processing and
3+ years hands-on experience developing data engineering processes and SQL
2+ years hands-on experience using Cloud tools (e.g., Azure Databricks, Azure Delta lake, Azure Data Factory, SQL Server, Azure Synapse, Azure DevOps, Data Lake (ADLS), PySpark, Databricks Notebooks)
Transform massive quantities of Data, Data cleansing, Data wrangling, and Data quality
Understanding of technical architecture, application landscape, test and deployment automation and IT environment, and tools used in development, deployment, and testing
Experience with data warehouse design techniques including slow changing dimensions, aggregation, partitioning and indexing strategies, AI for personalization models to help with personalized content
Troubleshoot and debug application issues and address them with limited support, and always look for better ways of solving technical problems and designing the solution
Experience with Agile methodology (Scrum) and source code management tools
Experience in performance tuning and troubleshooting complex distributed systems and running and maintaining services in 24×7 production environment, CI/CD pipeline activities using toolsets such as Azure DevOps and Azure Git Repo
Experience aligning teams on complex technical decisions
Mentor mindset, with the goal of growing the team's potential
Experience managing expectations about delivery methods and timelines, and align and integrate with architects, designers, and other team members
Identify and escalate issues
Belief in a culture of trust and complete transparency
Comfortable with making architecture decisions at a team and product level
Ecommerce industry and media / entertainment industry experience
Understanding of the impacts of regulations, laws and company policies, standards and procedures to their role","$105,000 - $120,000 a year","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Analyst, Data Science","https://www.indeed.com/rc/clk?jk=a6aa62f4391081b8&fccid=9c0486b2887ec7f7&vjs=3","","","Identify and articulate what strategy works/doesn’t work: explain why and offer recommendations
Campaign/platform/domain-level performance diagnostics
Budget pacing analysis
Audience-level profiling and performance diagnostics
Process Automation","","Work with data scientist in providing data for modeling needs","Develop and execute campaign test & learn plans
Articulate and report on results"
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Data Science Analyst/Engineer","https://www.indeed.com/rc/clk?jk=13e2bb614a8b2e00&fccid=848e72c84ce4a7a7&vjs=3","NYU Langone","https://www.indeed.com/cmp/Nyu-Langone-Health","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Quantitative Researcher","https://www.indeed.com/rc/clk?jk=5e511db9b7ba0d32&fccid=9f69c86470add45a&vjs=3","","","Advanced degree in Computer Science, Engineering, Applied Mathematics, or related STEM field. Bachelors from a top university with relevant years of experience also considered.
Strong programming background with proficiency in Python, Pandas, Numpy and related scientific computing technologies
Competent with version control, release cycles, and unit testing
Strong communication skills","","Strong data experience including fitting models with financial data",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Statisticians","https://www.indeed.com/rc/clk?jk=f3ae58372a1468b2&fccid=f88a85f7300e8af3&vjs=3","","","Study design and sample size
Statistical contribution to clinical study protocols
Statistical review of electronic Case Report Forms (eCRF)
Statistical Analysis Plans (SAP)
Table, listing, and figure (TLF) shells
Statistical analysis results and reports","","Postgraduate degree or equivalent in statistics, biostatistics, mathematics, medical field, or related education","Knowledge and understanding of advanced statistical concepts and techniques.
Experience with SAS or R programming.
Knowledge of clinical trial methodology.
Understanding of the regulatory drug submission / approval process regionally and globally.
Strong written and verbal communication skills in English.
Excellent organizational skills, time management, and ability to coordinate workload and meet established deadlines.
Excellent communication and interpersonal skills to effectively interface with others."
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=50&pp=gQBLAAABhs5hYuUAAAAB-_0KGwBmAQMBDjAGHgYJKpatnniFg7oBWyN3b_cfnHtjS9SRs5zN4vOlBD1dW8ylhR_L5YsmVJu0c_PISP-bP9xexaaZzFfrPRI8qbYLE2VVhVIfw2JxQTCwbounwWyc4YzFJSE_wQWa7IisAAA&vjk=a02f980c9506209a","Analyst - SQL, DBT, Metabase, Python","https://www.indeed.com/rc/clk?jk=2e9c6386b758ddd6&fccid=c34504270a486ed1&vjs=3","","","Build and maintain SQL queries to extract data from various data sources and perform data analysis using Pandas.
Create and maintain reports in DBT and Metabase to monitor business metrics and KPIs.
Use DBT to build data models as a part of data governance.
Collaborate with software engineers and Machine Learning engineers to integrate data analytics and business insights into our products.
Identify patterns and trends in data and provide actionable insights to drive business decisions.
Work closely with stakeholders to understand business requirements and provide recommendations to optimize business processes.
Continuously improve data quality and data governance practices.
Use Airflow for ETL.
Set KPIs with individual teams across the business.","$60,000 - $70,000 a year","Experience in Agile methodologies and working in cross-functional teams.","North/South America"
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Machine Learning Expert New York, NY","https://www.indeed.com/rc/clk?jk=ff020e82513418b9&fccid=8dfccb68c341d46b&vjs=3","Jean Martin","https://www.indeed.com/cmp/Jean-Martin","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Junior Researcher, Data Science","https://www.indeed.com/rc/clk?jk=5c0327202e88dc5e&fccid=44b8ed526a397a28&vjs=3","","","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Customer-Facing Machine Learning Engineer (NYC, Remote)","https://www.indeed.com/rc/clk?jk=ac57c7746ac33794&fccid=5920530d0b33f899&vjs=3","Tecton","https://www.indeed.com/cmp/Tecton","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Planner Climate Data Science","https://www.indeed.com/rc/clk?jk=75328ee278c7b732&fccid=0cc7e6bf8ac0b24f&vjs=3","Metropolitan Transportation Authority","https://www.indeed.com/cmp/Metropolitan-Transportation-Authority-7","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Statistician","https://www.indeed.com/rc/clk?jk=170fc25cffd33e85&fccid=f9fe675c31a6b8de&vjs=3","Precision Consulting","https://www.indeed.com/cmp/Precision-Consulting","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Data Scientist I - Hybrid","https://www.indeed.com/rc/clk?jk=73fdeca370d155af&fccid=49bacaf9ea5daa22&vjs=3","Radian","https://www.indeed.com/cmp/Radian-Group-Inc.","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Analyst - SQL, DBT, Metabase, Python","https://www.indeed.com/rc/clk?jk=2e9c6386b758ddd6&fccid=c34504270a486ed1&vjs=3","","","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Data Science Analyst","https://www.indeed.com/rc/clk?jk=fb518006d510e764&fccid=3a58a6877f80f179&vjs=3","Omnicom Health Group","https://www.indeed.com/cmp/Omnicom-Health-Group","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Statisticians","https://www.indeed.com/rc/clk?jk=f3ae58372a1468b2&fccid=f88a85f7300e8af3&vjs=3","","","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Data Engineer - Live Shop Ventures","https://www.indeed.com/rc/clk?jk=31945b3b4d3e1d6b&fccid=8a4535c948d32e2a&vjs=3","QVC","https://www.indeed.com/cmp/Qvc","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Analyst, Data Science","https://www.indeed.com/rc/clk?jk=a6aa62f4391081b8&fccid=9c0486b2887ec7f7&vjs=3","","","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Data Scientist (B2B/Enterprise)","https://www.indeed.com/rc/clk?jk=3be3fe92789257be&fccid=17fec53475d56351&vjs=3","Talkspace","https://www.indeed.com/cmp/Talkspace","","","",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Machine Learning Researcher","https://www.indeed.com/rc/clk?jk=537b744c26029f37&fccid=01409da653ee7fb7&vjs=3","","","Master's or PhD preferably in Machine Learning (Open to Computer Science, Mathematics, Statistics, or related field)
5+ years of experience in a related role demonstrating experience in ML research in a professional setting
Proficient in Python programming","","C++ experience is a plus",""
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Machine Learning Engineer (StarX)","https://www.indeed.com/rc/clk?jk=1a4c9da931fb444a&fccid=c414f3ce8b104e95&vjs=3","","","3+ years of experience in machine learning engineering, with a focus on developing and deploying models
Strong programming skills in Python, R, or Java
Strong understanding of machine learning algorithms and statistical concepts
Experience with machine learning frameworks
Passion for soccer and experience working with soccer-related data
Strong problem-solving skills and ability to think critically and creatively
Strong communication skills and ability to work collaboratively with team members","","Experience with big data technologies","Competitive base salary and total compensation package
Comprehensive Health insurance for employee, partner and dependents
401k company match
Generous Paid parental leave, Paid vacation
Commuting benefits
Training and professional development
Inspiring startup environment."
"https://www.indeed.com/jobs?q=Data+Scientist&l=New+York%2C+NY&start=60&pp=gQBaAAABhs5hYuUAAAAB-_0KGwBxAQIBESYLASLSTbFZ56_H2GWAsowv4xQ03woL0Q_TqcVLoWOR4etQ1tC01fMC4f4Yn2EeBj22Wocc54tjnvSoMmpiGjNPiob3Amn-rpxQnd3vxxvKcJ4Um4gMrASIk6n_qQ0ZzYvdFR2Sr1dckuuZ2WwAAA&vjk=b6ba106543540b9b","Quantitative Research - Sales Analytics Data Scientist - Associate","https://www.indeed.com/rc/clk?jk=b80d2dbc5f362ea1&fccid=aaf3b433897ea465&vjs=3","JPMorgan Chase Bank, N.A.","https://www.indeed.com/cmp/Chase-2","5+ years of professional experience
Strong academic degree (MSc or PhD, or equivalent) in a quantitative field (Mathematics, Physics, Statistics, Economics, Computed Science, etc.)
Demonstrated experience applying statistical and/or machine learning techniques at scale
Strong Python programming, including code architecture. Ability to manipulate and analyze complex, large scale, high-dimensionality data from varying sources
Autonomy, excellent communication skills and a can-do attitude","$135,000 - $200,000 a year","Experience with graph-based machine learning, preferably dynamic and heterogeneous",""